Original_Title,Normalized_Title,Primary_Attribute,Secondary_Attribute,Group_ID,Notes
TIP DIAMETER,Size,Size,,group_142,Language: de
Fabric Colors,Color,Color,,2bbe29a4-9166-473d-b0f5-be1aaa14c220,Language: en
Quantity of Letters,Quantity,Quantity,,0d94a0f5-9bd6-4d5d-bd72-8fd002f3506f,Language: en
Samsung Frame TV Model Year,Other,,,5684a47c-9687-47aa-a2ac-d77dd7d6d7b9,
To Fit Diagonal TV Size,Size,Size,,20693c18-92c3-4de5-931a-d2ffcabb53d5,Language: en
My sofa is,Other,,,837219ae-2b31-4463-bff7-0c051ef33462,
Band Width,Size,Size,,ec1d71fd-2e3c-4aa2-b12c-6660b5ebcb4e,Language: de
Cuir,Other,,,9b095f47-a54a-41d0-bc1e-02f3de68defe,
Bed Size,Size,Size,,d4681a5e-8d49-4410-8cca-3745aec2f0f1,Language: de
Manufacturer Version,Other,,,69b05120-0b44-4777-aa91-02331f38afca,
Add-ons,Other,Other,,721c0a61-b4bf-447c-a55d-097daad63a4a,Language: cy
Accessory size,Size,Size,,group_143,Language: en
Model Selected,Other,,,0db12db1-f2c3-454f-8ee7-a130e65013bd,
Select Length,Size,Size,,group_123,Language: en
Size (Watch),Size,Size,,group_144,Language: de
Color ,Color,Color,,group_2,Language: en
Resin Color,Color,Color,,5bac6d6a-4c53-42a9-b547-36a0c86067a6,Language: en
Items,Other,Other,,group_145,Language: en
Cost Tier,Other,,,bdf6b88f-2c94-48d6-bed4-518508e59bf6,
Collar Size,Size,Size,,fbabcc28-5ef8-460b-878c-49764b233fc1,Language: tr
taille du bracelet,Size,Size,,5154f3aa-6395-4f84-a9d2-e59e69c86e3a,Language: fr
Size in ft,Size,Size,,26c6bbd4-27bb-4d00-9931-c823c52c0d12,Language: de
Lens Option,Other,,,group_91,
Custom Pricing Per Scarf,Other,,,d7d6041c-4970-415b-b015-ede91423595e,
Flavor Strength,Scent,Scent,,9d1e8f89-6c6f-45f8-89fe-f4542684d732,Language: no
Pattern,Style,Style,,group_146,Language: de
Loose or Sachets,Other,,,e0b3e7ad-cb97-482e-b34d-0ff435a14bd3,
quantity,Quantity,Quantity,,group_16,Language: ca
Size Description,Size,Size,,group_140,Language: ro
Size (IT),Other,Other,Size,2597c978-0c6c-4183-a362-2b1afd6faffd,Language: de; Fuzzy match: item size (score: 88)
PCs,Other,,,d5317c53-f52c-44fa-9836-6fddfef039b4,
Language,Other,,,9fadb216-8f77-4c06-b669-7e33ac21d44b,
Grind Style,Style,Style,,a361fe4b-d1f7-43f4-9122-b164fb8b426a,Language: de
Bracelet Length,Size,Size,,group_93,Language: en
material,Material,Material,,group_4,Language: id
Harness Size,Size,Size,,450e8806-3dad-4895-8828-0f3c492cbb64,Language: de
ARM,Other,,,e1460ca9-993d-4c3b-92a6-3492645faaff,
Embroidery,Other,,,group_147,
TYPE,Style,Style,,group_12,Language: vi
Leg Length,Size,Size,,2701c5d8-aa7f-42fa-9e46-864db8f25812,Language: de
Choose Your Kiln,Other,,,0557f2e5-a931-4745-9a63-0d4f668ed807,
Package quantity,Quantity,Quantity,,group_85,Language: en
Connector,Other,,,group_148,
Accessory,Other,,,group_143,
Bag Size,Size,Size,,group_149,Language: tl
Lens Upgrades,Other,,,ce49f71a-2027-483c-8fb2-9f906c9df021,
Full Pack,Quantity,Quantity,,c4a05756-cb97-4855-8d8e-026ba4c63759,Language: de
Apple Watch Size,Size,Size,,521c29a5-4ce0-41b4-bbfe-f3fab40472b7,Language: en
Dexterity,Other,,,a6ba06ac-780b-473e-8835-f5682337b97f,
FLEX,Other,,,group_122,
COLOR/VARIANT,Other,,,03c03273-e639-4bbe-b752-6aa1cc243e34,
TOP FINISH,Other,,,29df5553-4f03-49ac-9bbb-c4c7fece15e6,
How it works,Other,,,bed9e59a-792e-4691-8c41-0c27a7d28247,
Optional Cupholders,Other,,,9f25f958-046b-4e7d-babf-253ffa0becd7,
Switch,Other,,,9fb66f6f-4f7a-4af7-85b7-8d6f532f2078,
Shaft Length,Size,Size,,group_150,Language: de
Select Frame Color,Color,Color,,group_40,Language: en
Underwire Size,Size,Size,,38c10f9b-16ba-455d-a292-11a74f97c40a,Language: de
Air Option,Other,,,d59535cb-a610-4a69-92f1-693e0dfeafb5,
Inlay Options,Other,,,4bcc0b7a-1853-45d3-97e2-2ed213e3c332,
Select A Lens Tint,Color,Color,,group_128,Language: en
Hanger,Hardware,Hardware,,da3d542d-61ac-46c3-9ef1-939e98360b66,Language: da
Opción,Other,,,89d18325-e31b-40a3-9a08-b430cc0aa81f,
Default,Other,,,949b6832-ba36-4c8d-b2b3-d873719d2392,
Pajama Size,Size,Size,,9ecba743-07bc-4993-8775-5614af75878c,Language: hr
Glazed Edge,Other,,,e84e6523-6bea-431f-8713-44b8acd7c817,
Height Adjuster,Size,Size,,cec0de16-40a9-491c-99a5-cee8975b8158,Language: de
Engraving Option,Style,Style,,e90f59c0-801d-43b9-abbc-a8e7e3a5c299,Language: no
BASE FINISH,Other,,,group_151,
Platform,Other,,,994cbbb9-52d6-455f-8b94-55363fe6f6a8,
Image Type,Style,Style,,b82e5ebf-3ffe-49a2-b5e5-978699ed2977,Language: en
Diamond Type,Style,Style,,group_152,Language: en
Armrests,Other,,,4d13ab51-d3d4-4caf-bcf4-680a81862124,
Container,Other,,,group_105,
Personalized,Other,,,135d8c5d-e732-408a-97c2-e67183d5ac7a,
Add On,Other,Other,,05c24c20-3f5e-4c6b-ab2e-c61d37ffcf55,Language: cy
🔒 Free Waterproof Strap,Other,,,a48a87a1-2dd6-4a91-a2ea-459eef0d8295,
Cushion Color,Color,Color,,group_50,Language: en
Hanging Ropes,Other,,,group_79,
Default Title,Other,,,68d2bfa9-ecc9-4bdb-bc5f-83d9e57aefc4,
Choose Your Custom Strap,Other,,,433cd52c-a267-4f44-940e-459696a50f0e,
ClothingSize,Size,Size,,7e72a628-14cf-498f-9578-4076509dfc29,Language: en
Grind Type,Style,Style,,group_57,Language: en
pot color,Color,Color,,group_116,Language: ro
Bundle & Save,Quantity,Quantity,,group_153,Language: no
Blue Light Filtering,Color,Color,,a9fd163a-4dc6-4d01-9612-0136a0949942,Language: de
Mount,Quantity,Quantity,,4192d208-cc9f-48e8-b1b0-5c43508557b4,Language: en
Delivered in 8mL - Travel Case Colour:,Color,Color,,3bb59a56-f7a4-472d-b807-5c169d4eafda,Language: en
WB(ODD),Other,,,be827729-27b7-4e7c-bc5e-8d061a80661d,
Inseam Length,Size,Size,,group_19,Language: en
Bikini Combo Top,Other,,,8d28aa80-fca1-41ec-ae16-de88a2fbcc44,
Leather Cords,Material,Material,,2fed708b-720f-4c87-89d7-ae3a82cdeb05,Language: en
Refill or Case,Other,,,58a98407-de0d-45aa-b2dc-f3a17e931a61,
Bikini Combo Bottom,Other,,,27dbe880-0ed2-462f-b4b6-6cfd4539b8e0,
Cushion Size,Size,Size,,group_50,Language: en
Add Cup Holders,Other,,,94183d8e-32c4-4d76-b5d9-a796fdfb05e2,
Yards,Other,,,bf35092f-f639-42d2-8149-c4b77190e6a3,
By Size,Size,Size,,43ece3b3-8dc9-43cd-acaa-ab74c9a23ca3,Language: de
Pair or Single,Quantity,Quantity,,group_100,Language: en
Modules,Other,,,700a45b3-1ba5-444a-b3eb-583f35bcea8f,
Nib Material,Material,Material,,e5190975-02b4-4851-8ca7-324db021d8c6,Language: ro
Rug Size,Size,Size,,e83ba900-2781-4ff8-a0a0-045c13267933,Language: de
Frame Style,Style,Style,,150e76b9-ffb8-4914-a90d-62f6f2a5a5dd,Language: en
Choose Style,Style,Style,,9288b3e8-e2ff-468e-b838-48d4ca4e90be,Language: en
Paper Format,Other,,,95e4f8e1-d99c-4cd8-9823-2968479bd565,
Flavors,Scent,Scent,,1b344ec0-e08c-44db-b43c-ba80ed0d67f8,Language: sl
Embroidery Option,Other,,,group_147,
Type of Leash,Style,Style,,672f2907-8cd0-4515-be88-c64e577d9f60,Language: en
Selections,Other,,,ce10521d-5558-45f2-bff5-f0cf7129d860,
Add a Double Connection Leash?,Other,,,73cc7de1-9d66-4bd0-99fb-d5efc11133cc,
Packs,Other,,,f616f192-9af4-4c9a-a073-331ed4c865c1,
Diamond,Other,,,group_152,
Size - Soft Goods,Size,Size,,0b655c37-ef9f-4487-9c10-b46e72724688,Language: de
Grip Color,Color,Color,,group_154,Language: en
Paved Material,Material,Material,,ad4f25ed-11a3-48fa-a24b-42010455a2f2,Language: en
Side white stones,Color,Color,,bed4462c-372d-45b9-a087-bf9e29a84354,Language: en
Gauge,Other,,,group_135,
Hanging Option,Hardware,Hardware,,2b913d95-3d33-4657-b440-131e02f03d60,Language: tl
Shirt Size,Size,Size,,97c8d7ea-ccba-4e9a-82c8-7b4ba11341b0,Language: de
Kurta Size,Other,,,b33ca6a9-c432-4e62-b4e1-b031527d93c8,
style,Style,Style,,group_3,Language: fi
Country,Other,,,2e247e1f-7b4f-4edf-b442-1c2f3c43d843,
Plating Colors,Other,,,57e35dda-f273-4dc2-bf21-9456531f9c8e,
Cut,Style,Style,,6be8f341-5578-40d1-834d-a2c88fe21ddc,Language: ro
Leg Height,Size,Size,,6bd5800c-4688-4be1-a7d0-de81358f9342,Language: de
Please Select:,Other,,,group_114,
Hanging Ropes or Chains,Other,,,group_79,
Flavour,Scent,Scent,,group_155,Language: fr
Series,Other,,,3058d3ce-ed38-4f96-950c-6b81404b07e4,
Rope/Chain Length,Size,Size,,fbeab536-efc2-48f7-8daf-12d2987be074,Language: en
Number Of Small Tags,Quantity,Quantity,,871204d6-c45e-4a84-959c-6fcbb062d993,Language: en
Short Size,Size,Size,,e4a8c135-0d5b-40f9-87c4-db75afa2e7fb,Language: de
Hide,Other,,,fcd0dd45-81f1-4de0-bca4-ff65548cc9a8,
Choose Your Size,Size,Size,,group_156,Language: en
Iconic Edition or Refill,Other,,,81aefb42-e19b-41ff-81d9-bdbea874f6e1,
Please Select Qty,Other,,,a5e9ce29-92d9-41ac-acf0-7fdae9dfdd03,
Choose Birthstone,Other,,,group_133,
Closure,Other,,,47f314a0-fb8b-40f9-bfe5-e086156ae836,
Storage Option,Other,,,group_103,
Hanging Method,Other,,,d0d51725-ea87-4655-a037-1fd7d6778775,
EARRING SIZE,Size,Size,,bcd1049c-9440-4c22-bf59-17fdc4e54114,Language: de
Wheelset,Other,,,c8bbc95d-8134-49c3-8360-0bde4540fbbd,
Voltage,Other,,,a30f2776-df0b-4043-83a0-88071dcd580a,
Lace Size,Size,Size,,group_157,Language: de
Chain,Hardware,Hardware,,group_158,Language: en
Finish Color,Color,Color,,group_6,Language: en
Work Top Material,Material,Material,,f936d88d-4394-4d3f-b75b-1bde131d9238,Language: en
Lace,Other,,,group_157,
Choose Initial,Letter,Letter,,group_81,Language: en
Lollipops,Other,,,b27259e5-9830-43cd-a76f-be6d63d9435c,
Other,Other,,,c594ba0d-7298-4cfc-8874-ae35ae59d92f,
Please note,Other,,,21a7f09a-d3bc-49ef-a895-833ae63acd1d,
Product Fit,Style,Style,,81378afe-f697-4489-8d57-f6ecd212bdac,Language: en
Pillow Size,Size,Size,,ec713705-5c50-4720-b956-87734fcea352,Language: pl
Extra Toy Club,Other,,,b0e979ae-e725-4766-ac35-c6e592e9f90b,
length,Size,Size,,group_8,Language: no
Emerged Growth,Other,,,d6ab0e12-48e3-40ab-9b24-25697ea75a01,
Variation,Other,,,2479daf4-2588-45d8-83ca-18414e372259,
Age Group,Other,,,a1184cec-ef40-41ef-8a04-1c8a7daad8ac,
Desktop Color,Color,Color,,group_159,Language: af
Level,Other,,,13637188-7530-4e00-97d3-b4ce97dcb771,
Wood Species,Material,Material,,ad4044fb-3da6-4ca2-8b2c-c10ce2a9463b,Language: en
Stock Location,Other,,,af6acf80-d344-4c9c-afe9-66efa4f52ece,
Chain Type,Hardware,Hardware,,group_51,Language: en
Lace Style,Style,Style,,group_157,Language: en
Brand,Other,,,75c5f9ae-3f34-4e05-b93a-9864b4d1d382,
ITEM,Other,Other,,group_60,Language: id
Materials,Material,Material,,25f636c3-c2e8-45ed-a694-3cb0cbf592a7,Language: ca
Base Finish,Other,,,group_151,
Dimension,Other,,,fa57c3d3-a656-4941-bb0f-130dc756e603,
Coupling Color & Weight Range,Color,Color,,2758bf08-2aec-4bc1-ae58-804a461cc9f5,Language: en
Wrist Size,Size,Size,,bf700579-b543-4761-ba6f-6349df4607c2,Language: de
Hair Density,Other,,,bdfaa393-eb78-456a-b7f6-d42ea2cfe034,
Gem Color,Color,Color,,group_160,Language: pt
SKU,Other,,,fb61d26f-72fb-4993-906f-804c80e95b47,
Packaging,Other,Other,,group_58,Language: tl
type,Style,Style,,group_12,Language: en
Choose a Variant:,Other,,,group_80,
Wood,Material,Material,,group_161,Language: so
Amount of Tubers,Other,,,385bbf37-f643-4622-9ae5-19777d978468,
Gauge x Diameter,Size,Size,,group_162,Language: de
Storage Container,Other,,,6da4d376-22fe-42a8-af7e-42644db81737,
Quality,Other,,,0d31e2f0-c40d-40c8-bbfe-c3bd5a726093,
Pant,Other,,,group_163,
Pendant Design,Style,Style,,59f6c621-2d1a-432f-9a68-3369b4cfd530,Language: id
purchase type,Style,Style,,group_74,Language: en
Shaft Weight and Series,Other,,,b1506a79-3fdf-4473-a4ca-69c4a822b601,
Warranty,Other,Other,,bedfecc7-52b0-402a-a706-4d72319d0aee,Language: en
Timber,Other,,,d3012ac4-d956-4873-840b-48e3250f8abf,
Choose Your Finish,Other,,,5da79c01-310a-4379-8250-30aa10f74355,
Choose your format,Other,,,caf47c4d-9342-462a-a3d7-c2d7bc47df5b,
Child SKU,Other,,,f214c80a-6d89-40a8-814a-946081a4139e,
Product Letter,Letter,Letter,,40436a94-79de-4590-8e88-32131f6c9318,Language: fr
DENSITY,Other,,,group_111,
Choose Charm,Other,,,group_164,
Variant.option2,Other,,,a849470c-76cd-4dbc-8a9b-171a13a61df3,
Tooth Count,Quantity,Quantity,,6292feeb-7cdb-4b10-be65-401c8360711a,Language: en
Select Ring Size,Size,Size,,group_26,Language: en
Trim Color,Color,Color,,0144ad5d-7984-4a71-ba44-8232cc1430ba,Language: ro
XS/S-2XL/3,Other,,,be34b0b9-de9c-4c1a-8b1b-517bc62614bd,
Custom Build,Other,,,64e3e17a-9ee1-4c6c-b3d9-8c75f84c60e8,
TAILLE,Size,Size,,group_29,Language: vi
Cushion Fabric,Material,Material,,group_165,Language: en
Choose One,Other,,,adf8dc34-fc5b-4df0-8958-bc8f01da3b85,
LETTER,Letter,Letter,,group_86,Language: fr
Pot Type,Style,Style,,group_116,Language: no
Set Comp,Other,,,aa22fedf-5252-4aa0-86ed-6667aead4fae,
Gas Type,Style,Style,,38aca19c-72eb-469b-8259-5a3807e90adf,Language: en
Accent white stones,Color,Color,,group_121,Language: en
EARRING OR NECKLACE CHARM,Other,,,5cb34b92-2d8f-4c93-9fca-e6c81b918b58,
Colorway,Other,,,group_166,
Lock,Other,,,e304324d-4444-4c79-b81b-343bbafce518,
Kids Size,Size,Size,,group_167,Language: de
Wood Stand Color,Color,Color,,61811465-336f-4f45-8cc8-69eca4b19157,Language: en
Roast,Other,,,366748eb-d068-4a7e-99cb-04b24a35c96f,
Hook Finish,Hardware,Hardware,,ebaaa6c7-bc42-4411-8911-37d864945e90,Language: en
Position,Other,,,58d93aef-205b-4f67-939c-8ce91a72bf2a,
Add Ons:,Other,Other,,group_168,Language: cy
Gear Ratio,Other,,,fc603e49-f143-466a-85a9-df0455818525,
Tip Diameter,Size,Size,,group_142,Language: id
Seating Depth,Size,Size,,b7fe760e-9c79-4434-be4e-82083d9d5d51,Language: en
Edition,Style,Style,,a14a9b79-1b67-4185-95f1-2683ac5b1a69,Language: en
Curve,Other,,,fcd22b86-b5d0-45ec-97c3-472b898f9087,
Chain length,Hardware,Hardware,,group_31,Language: en
Pricing Tier,Other,,,a7686d7b-34ca-439b-b7d7-578222bd7774,
Part,Other,,,a043c414-808b-4109-ae78-0b9a367b34ea,
fabric,Material,Material,,group_9,Language: ro
Make,Other,,,3d3e4e0f-4977-4787-b08c-6c035e5f50df,
Letter Color,Color,Color,,group_86,Language: it
"👇Choose Spiderling alone OR Make It A Package! 🛖🛖 The Complete Package includes everything. Spiderling, habitat with substrate and foliage, 30 day guarantee, Spiderling Care Guide, and a 2 week supply of feeders!",Other,,,d5ab2f1e-072b-4269-8c25-9ce59d7a596f,
Desktop Size,Size,Size,,group_159,Language: nl
FLAVOR,Scent,Scent,,group_41,Language: de
Lens Style,Style,Style,,b7b06442-6e91-4075-8b19-3206c57bfef9,Language: fr
Flower,Other,,,group_169,
Stone type,Style,Style,,group_33,Language: no
Cup,Other,,,group_95,
Sizing Type,Style,Style,,d46765b2-1645-45f3-8e9b-d38c6242bce5,Language: tl
Lens Power,Other,,,group_170,
Ship From,Other,Other,,group_171,Language: en
Ring Color,Color,Color,,3913df84-080e-476a-a7dd-0c502323e40e,Language: en
Canopy Color,Color,Color,,9eb62ac1-bc50-45a6-98fa-a38ab3633406,Language: en
Rhinestone Count,Quantity,Quantity,,93ff756a-b87f-4dd3-a9e2-ac490b0f2262,Language: en
Tank Size,Size,Size,,69c78f07-c2ac-4a43-97c5-a712363b36be,Language: de
Ship to,Other,,,531f9bf7-a4bf-43b6-b526-8079b16a7062,
Shaft,Other,,,group_150,
option,Other,Other,,group_23,Language: en
Choose Chain,Hardware,Hardware,,group_31,Language: en
Karat,Other,,,group_141,
Leash Size,Size,Size,,5f34a334-b8f5-4b32-9d58-6f0fadcbf487,Language: en
Jig Weight,Other,,,a0f03167-60d9-4b76-afa8-2754182a3e17,
Chain Material,Material,Material,,fe14ecf4-ed8c-4a34-986d-d24e8b4b4e63,Language: en
Clothing Size,Size,Size,,group_34,Language: en
Month,Other,,,group_172,
Parts,Other,,,dcda3af0-5e76-4eab-8f66-3102f41bb109,
Legs,Other,,,4c712d6d-ee0f-4bb8-b570-2b9cd180b2f2,
Please select below:,Other,,,7b9f0aa5-3ac0-4622-915a-12e60c7a650d,
Serving Size,Size,Size,,93056538-f666-490e-b860-14354ebd2f29,Language: de
Item #,Other,Other,,group_60,Language: en
Includes,Other,,,513001b9-db49-44c5-858e-17e2c28b209b,
Electrical,Other,,,95e7e7c6-f350-4573-9fad-8b2c55c42f97,
SELECT A WATCH,Other,,,f6292387-76a8-463f-9584-20d60f234eee,
Chimney,Other,,,20aec46d-68eb-41f3-bc12-42a597d5e2e3,
Tog,Other,,,group_173,
Lining,Other,,,group_174,
Ticket Type,Style,Style,,group_175,Language: sv
Denim size,Size,Size,,36726a12-44ee-482d-9b2d-7174fece3007,Language: de
Camisole Size,Size,Size,,427465f8-21e9-464b-bf27-7d546175d426,Language: it
Tent Top Vinyl,Other,,,a755d7bf-40fa-44e8-8ded-9c2ed9528b7d,
Leg Color,Color,Color,,7b2ac1db-fe10-4603-95be-85249b404fd3,Language: it
Plug Type,Style,Style,,group_176,Language: tl
Stand Color,Color,Color,,b297942d-0a97-42cc-8eae-09de7b5bf4c2,Language: en
Comfort,Other,,,55a9714d-1643-48dc-9b8b-be8e739f687b,
Sweet Grace,Other,,,f0293845-5f9d-4817-b6d6-1def58fb7f0b,
Clearcoat Option,Other,,,643789b6-d114-4073-ba41-885e7c9ae256,
Flavor/Fragrance,Other,,,0c4b4bbd-09ca-42b8-93e0-84c0f66b976c,
Crystal,Other,,,361ccf86-8c63-466b-a1ea-6d9fa6ec7b0e,
Tooth Profile,Other,,,0db3fc42-c85d-4fd8-97eb-06425d9ecd6a,
Location,Other,Other,,b84225d7-5eed-4d9e-84ae-1a646a90fbd2,Language: en
GOLD,Other,,,group_30,
Select Bracelet Length,Size,Size,,group_93,Language: en
Preference,Other,Other,,b33a61d6-93a5-404f-8a61-354bc74bb502,Language: en
Color:,Color,Color,,group_2,Language: en
Paper Type,Style,Style,,44c42f1f-cda7-4374-a419-cf746d02f998,Language: no
Select size,Other,Other,,group_21,Language: ro
Frequency,Other,,,930d096f-6687-4b07-8391-c8bc6f52e685,
Make It A Gift Set? (2 Glasses),Other,,,87950a8f-422b-47a5-bf0e-15a03bc8aa56,
Order As,Other,,,991f9a67-d5d6-4258-b9c8-6f5d63644da6,
Tube Color,Color,Color,,dec1f1c0-e958-4c0a-8d80-13f215a73bf7,Language: en
SDL Glass,Other,,,22ffa69a-7ac1-4a26-8147-0f00cbc3b8ec,
Chain Option,Hardware,Hardware,,6f5aa1d5-b52c-459b-9007-c13c0108a588,Language: en
Earring Quantity,Quantity,Quantity,,92f8eb18-c20f-4ced-bfa7-291380da2a8a,Language: en
scent,Scent,Scent,,group_53,Language: it
Duration,Other,,,66bfb802-f800-4353-bfdf-320b411e07de,
Number,Quantity,Quantity,,f771bfc9-67ab-4095-85d9-8f9bb60d74f7,Language: id
Text Color,Color,Color,,964c8d24-4955-4fee-994b-d4f909ddd62e,Language: en
Handle Color,Color,Color,,group_129,Language: en
OPTIONS,Other,Other,,group_22,Language: pt
Number of Stones,Quantity,Quantity,,549862ea-383d-45b7-8f21-d147740f2694,Language: en
Divider Pattern,Style,Style,,49ff6ea1-6ba0-4cc9-8d59-bfa4cb6e5379,Language: de
Would you like a monogram?,Letter,Letter,,111f0b31-2432-4a7c-a499-d1b6b3679672,Language: en
Flower Color,Color,Color,,group_169,Language: en
Select Fuel Type,Style,Style,,group_83,Language: es
Available Product,Other,,,d9a0bc3d-3a9a-4281-a752-0699d1f5163f,
DIAMETER,Size,Size,,group_78,Language: de
US Kids Size,Size,Size,,bebc50d0-cdea-47a4-a034-234e53d37d1c,Language: de
Lace Type,Style,Style,,group_157,Language: en
Lens color,Color,Color,,group_55,Language: fr
Allergies,Other,,,5da592d5-840b-4579-9047-3d7350605592,
Hardware Type,Style,Style,,group_48,Language: en
Color 1,Color,Color,,group_2,Language: en
Device Size,Size,Size,,group_25,Language: nl
Assembly Service,Other,,,1f5bf928-361f-4d94-9a1c-927c9f1723a2,
Frame Size,Size,Size,,group_40,Language: de
Loop Material,Material,Material,,b7e8f3ff-defa-40d7-8593-040ca8c7c956,Language: en
nos alliances sont réalisées sur mesure,Other,,,d3ce1807-a30e-4bf9-a4c9-c994e6546468,
Pair it with,Quantity,Quantity,,cbece5ba-c4e3-4963-a799-29875097d44e,Language: en
Band Width & Carat Weight,Size,Size,,815f5c61-5598-46ba-8ab5-155a4fb8b199,Language: en
Fabric & Color,Color,Color,,group_9,Language: ro
Faceplate Width,Size,Size,,d4309151-ba81-44df-816f-b9fb8e91a683,Language: en
Costume,Other,,,group_177,
Custom Pricing Per Tie,Other,,,group_178,
Size - Tween Tights,Size,Size,,5e92e153-9fa8-4cde-919e-02cd3417b968,Language: nl
VARIANT_PACKAGE,Other,,,6a5662e9-8a71-48df-9c9e-6ce72212fa31,
Tenet,Other,,,9bde6832-5ce5-4160-bc10-b7d03ef11fa2,
Base Plate,Other,,,c747950d-eec3-413c-9761-98a480f612c1,
Absorbency,Other,,,0e3cb2e4-fb24-4e76-982e-50a7b1f8f9d2,
Stone Type & Band Width,Size,Size,,4ce141a4-9904-45b8-b8a8-c60a8a4a110e,Language: en
Custom Design,Style,Style,,4e30c6a4-bed3-47e4-9342-aa5332ecad4b,Language: en
Seatpost,Other,,,1404a14e-6846-4343-a439-866d75595b82,
Header Style,Style,Style,,5faec005-0155-4546-9402-05f985ca4bea,Language: da
DIMENSIONS,Other,,,group_84,
Thread,Other,,,883df699-a1e3-421b-a7de-0e12e420b8c5,
Single or Double,Other,,,f0bd59d3-1d85-4ad9-aa14-0a99960ccd56,
Color Options,Color,Color,,group_22,Language: en
Board Size,Size,Size,,bc5a6cc6-fa60-49fd-86e6-609dfc93801b,Language: de
Ticket,Other,,,group_175,
Zodiac Sign,Other,,,53ec7205-35f2-48a6-9446-1ab4eb8e7e99,
Blanket Size,Size,Size,,group_130,Language: de
Step 2: Choose Your Preferred Metal,Material,Material,,4f4979af-9d50-44b9-a169-43895f13153b,Language: en
set,Other,,,group_106,
T-Nuts,Other,,,29cf8c3f-8a4f-4d00-930d-fb19b4ecbfe8,
Spacing,Other,,,75e693bc-dc94-4e6a-8b1e-570785d3d589,
inseam,Size,Size,,group_19,Language: en
Slat Support,Other,,,5422554c-1462-4037-89b3-1216ed8fce81,
Number of Pets,Quantity,Quantity,,97cca604-2a9e-4069-9591-6f809388eafc,Language: en
Body Size,Size,Size,,group_77,Language: pl
Minutes,Other,,,69c82412-3411-4118-a183-157df8598de6,
Bralette Size,Size,Size,,8ac4b4b2-dfdf-499b-9fc1-ae268f30ee3e,Language: de
Leg Style,Style,Style,,086e09fe-8595-4930-98bb-22b6d4bc232b,Language: no
Cushion Fabric Color,Color,Color,,group_165,Language: en
Youth Sizes,Other,,,2998080c-ea04-4f67-a08c-2c9698bee034,
Post Length,Size,Size,,64ba8451-cae4-406c-9668-a3106dec4555,Language: de
